racer_id,st_std_dev,nat_win_rate,RacerID,nige_count,makuri_count,sashi_count
4079,0.06929459134647892,6.17,4079.0,709.0,530.0,306.0
4080,0.06409714353393783,6.33,4080.0,618.0,546.0,245.0
4081,0.08013833691165938,4.49,4081.0,216.0,116.0,69.0
4082,0.07920863172440092,5.56,4082.0,402.0,426.0,161.0
4083,0.07099429956713124,6.24,4083.0,640.0,535.0,157.0
4084,0.06800708780802199,6.48,4084.0,774.0,522.0,262.0
4085,0.08607737931093051,5.79,4085.0,322.0,315.0,186.0
4086,0.07025566772334851,5.99,4086.0,556.0,290.0,184.0
4087,0.09216624364092245,3.84,4087.0,57.0,90.0,30.0
4088,0.08113067106243979,4.16,4088.0,82.0,113.0,73.0
4089,0.06778012561698761,6.2,4089.0,731.0,305.0,299.0
4090,0.06533739623428317,5.89,4090.0,465.0,472.0,124.0
4091,0.08676076292613794,4.7,4091.0,221.0,212.0,65.0
4092,0.07708603311057474,5.63,4092.0,498.0,337.0,196.0
4093,0.0808581575589014,5.02,4093.0,152.0,376.0,62.0
4094,0.07704196842237593,4.82,4094.0,212.0,177.0,94.0
4095,0.06904871097248916,6.47,4095.0,589.0,509.0,217.0
4096,0.0671069185344061,6.3,4096.0,804.0,488.0,214.0
4097,0.0860131067991088,4.2,4097.0,88.0,117.0,61.0
4098,0.08313511828594883,4.53,4098.0,118.0,89.0,50.0
4099,0.0570511993538847,6.42,4099.0,890.0,470.0,341.0
4100,0.07931442180544293,5.17,4100.0,344.0,254.0,109.0
4101,0.07961070312191622,6.57,4101.0,632.0,438.0,216.0
4102,0.0630643843387124,6.37,4102.0,782.0,710.0,161.0
4103,0.08503568318939927,4.77,4103.0,175.0,171.0,108.0
4104,0.0810966888131309,5.25,4104.0,254.0,430.0,87.0
4105,0.08021778267806992,5.38,4105.0,365.0,329.0,161.0
4106,0.07578901921328775,4.74,4106.0,195.0,223.0,96.0
4107,0.0893032206623242,4.51,4107.0,80.0,155.0,61.0
4108,0.07064237450855992,6.45,4108.0,789.0,492.0,205.0
4109,0.06799694796351777,5.98,4109.0,529.0,526.0,200.0
4110,0.0748634360395398,4.61,4110.0,220.0,210.0,76.0
4111,0.08283931964746062,5.33,4111.0,391.0,236.0,145.0
4112,0.07888819797442274,5.77,4112.0,448.0,365.0,151.0
4113,0.0689483691146103,5.31,4113.0,361.0,311.0,96.0
4114,0.07836624380693984,5.07,4114.0,268.0,208.0,113.0
4115,0.09567208224565085,3.59,0.0,0.0,0.0,0.0
4116,0.07604349652908589,5.26,4116.0,272.0,313.0,119.0
4117,0.08137602964676469,5.81,4117.0,263.0,196.0,109.0
4118,0.06812027665321363,6.02,4118.0,614.0,368.0,222.0
4119,0.08158775480965264,5.45,4119.0,391.0,331.0,130.0
4120,0.06890631095202292,5.57,4120.0,418.0,303.0,167.0
4121,0.07892153511513872,5.36,4121.0,347.0,288.0,128.0
4122,0.07576076369773418,5.37,4122.0,307.0,242.0,122.0
4123,0.08462964923793091,6.18,4123.0,454.0,443.0,164.0
4124,0.07708760956299889,5.37,4124.0,278.0,308.0,118.0
4125,0.10670292983996671,3.54,4125.0,20.0,16.0,10.0
4126,0.07020869159732768,4.22,4126.0,194.0,168.0,68.0
4127,0.08924446026046873,3.56,0.0,0.0,0.0,0.0
4128,0.07393299037319638,5.58,4128.0,312.0,386.0,95.0
4129,0.08933330920947617,4.37,4129.0,155.0,163.0,76.0
4130,0.11719794381738151,3.23,0.0,0.0,0.0,0.0
4131,0.07347195711373303,5.87,4131.0,537.0,399.0,158.0
4132,0.09614130394702976,2.99,0.0,0.0,0.0,0.0
4133,0.07766279438874849,5.86,4133.0,455.0,349.0,190.0
4134,0.0713643308045094,6.02,4134.0,554.0,440.0,182.0
4135,0.10477629818474588,3.63,0.0,0.0,0.0,0.0
4136,0.06680260946526843,6.47,4136.0,723.0,402.0,288.0
4137,0.06740895973165922,6.28,4137.0,642.0,619.0,195.0
4138,0.0742639088884473,4.88,4138.0,190.0,310.0,77.0
4139,0.0741264739786211,5.08,4139.0,310.0,312.0,138.0
4140,0.07018689440725061,6.41,4140.0,559.0,369.0,177.0
4141,0.08561024550325677,3.18,0.0,0.0,0.0,0.0
4142,0.06962813450786587,5.67,4142.0,535.0,229.0,207.0
4143,0.07488655345624122,4.45,4143.0,176.0,228.0,56.0
4144,0.06599983228527545,6.14,4144.0,530.0,387.0,165.0
4145,0.076772535202455,4.36,4145.0,67.0,125.0,107.0
4146,0.07736764608604096,5.02,4146.0,206.0,191.0,109.0
4147,0.07959726934806713,3.95,4147.0,54.0,119.0,45.0
4148,0.06511865737903115,6.33,4148.0,602.0,465.0,220.0
4149,0.07187870364660731,5.36,0.0,0.0,0.0,0.0
4150,0.06898727834354872,5.99,4150.0,481.0,378.0,193.0
4151,0.08044380592422729,4.98,4151.0,282.0,113.0,88.0
4152,0.07383535777206408,5.44,4152.0,259.0,283.0,125.0
4153,0.09286903833013438,3.75,4153.0,59.0,55.0,28.0
4154,0.07794107129471424,5.37,4154.0,375.0,334.0,163.0
4155,0.06294627201704016,6.09,4155.0,593.0,439.0,202.0
4156,0.07929391568602277,5.51,4156.0,378.0,302.0,118.0
4157,0.08782133661296991,3.71,4157.0,72.0,90.0,20.0
4158,0.06244531310715742,4.85,4158.0,298.0,288.0,111.0
4159,0.0682367803767118,5.71,4159.0,430.0,294.0,142.0
4160,0.08547731159565718,3.93,4160.0,92.0,141.0,26.0
4161,0.07318038997992415,4.98,4161.0,228.0,262.0,62.0
4162,0.0962004965449905,4.73,4162.0,208.0,133.0,80.0
4163,0.06625840652795145,5.91,4163.0,654.0,320.0,160.0
4164,0.07690663445012919,3.93,4164.0,93.0,46.0,33.0
4165,0.0942361740478933,3.46,0.0,0.0,0.0,0.0
4166,0.06035662969030062,6.5,4166.0,769.0,556.0,204.0
4167,0.07924682380662063,4.71,4167.0,130.0,237.0,62.0
4168,0.06754216507191184,6.26,4168.0,757.0,495.0,202.0
4169,0.08584898667453604,4.04,4169.0,109.0,151.0,51.0
4170,0.08750949415144353,3.98,4170.0,75.0,69.0,35.0
4171,0.0772114300386143,5.95,4171.0,610.0,322.0,155.0
4172,0.07119584232608586,6.19,4172.0,600.0,327.0,221.0
4173,0.07503691869903449,5.62,4173.0,498.0,297.0,172.0
4174,0.06536625332001468,6.5,4174.0,784.0,412.0,250.0
4175,0.07065775620301458,5.65,4175.0,417.0,434.0,137.0
4176,0.0774629235370947,4.59,4176.0,204.0,216.0,110.0
4177,0.07651755288643518,5.45,4177.0,379.0,306.0,144.0
4178,0.09917356556906846,4.5,0.0,0.0,0.0,0.0
4179,0.07030279959563417,5.24,4179.0,326.0,213.0,99.0
4180,0.07743801114623573,4.87,4180.0,213.0,201.0,90.0
4181,0.07201784985203315,4.55,4181.0,227.0,136.0,93.0
4182,0.08015455888160654,4.66,4182.0,168.0,242.0,74.0
4183,0.07565365404195176,5.67,4183.0,589.0,472.0,207.0
4184,0.08027885453545199,6.07,4184.0,528.0,461.0,157.0
4185,0.08872510068892692,3.86,4185.0,73.0,100.0,30.0
4186,0.08559379136803578,3.84,4186.0,131.0,125.0,50.0
4187,0.07789046872720176,3.98,4187.0,54.0,115.0,40.0
4188,0.07242006472121473,6.56,4188.0,687.0,533.0,199.0
4189,0.07857667802646204,6.23,4189.0,771.0,377.0,227.0
4190,0.07650634055400553,6.14,4190.0,555.0,354.0,169.0
4191,0.08154308677004034,5.63,4191.0,376.0,239.0,132.0
4192,0.08425539506141122,3.23,0.0,0.0,0.0,0.0
4193,0.06831067481746436,6.18,4193.0,659.0,467.0,173.0
4194,0.08964496782721264,3.88,4194.0,46.0,87.0,28.0
4195,0.070726994911359,5.18,4195.0,287.0,283.0,87.0
4196,0.09367791277205763,4.74,4196.0,217.0,249.0,72.0
4197,0.07719185190388823,4.26,4197.0,189.0,192.0,64.0
4198,0.08532365998390774,4.17,4198.0,120.0,94.0,42.0
4199,0.0711832743353995,5.72,4199.0,526.0,290.0,129.0
4200,0.08023620295204238,4.44,4200.0,142.0,159.0,57.0
4201,0.07937316604314155,5.45,4201.0,231.0,306.0,126.0
4202,0.07987993395137853,4.9,4202.0,300.0,178.0,120.0
4203,0.06660371455793127,4.46,4203.0,166.0,224.0,53.0
4204,0.09787132833735394,4.37,4204.0,116.0,115.0,93.0
4205,0.06705492189271306,6.53,4205.0,741.0,415.0,255.0
4206,0.08593647109299779,4.61,0.0,0.0,0.0,0.0
4207,0.06653569092465589,6.01,4207.0,482.0,483.0,139.0
4208,0.064860916552775,6.33,4208.0,630.0,446.0,266.0
4209,0.06374755912666578,5.5,4209.0,402.0,283.0,140.0
4210,0.07480371719522236,5.98,4210.0,466.0,248.0,178.0
4211,0.07260478804817762,4.92,4211.0,224.0,293.0,82.0
4212,0.07853958803808482,4.18,4212.0,75.0,146.0,63.0
4213,0.06712688864461858,4.45,4213.0,116.0,162.0,45.0
4214,0.07207249735357983,5.57,4214.0,437.0,272.0,187.0
4215,0.07624690668027256,5.56,4215.0,395.0,447.0,117.0
4216,0.07158788901758074,5.62,4216.0,407.0,415.0,112.0
4217,0.08881781206891373,3.41,0.0,0.0,0.0,0.0
4218,0.06581041607516547,6.06,4218.0,650.0,335.0,268.0
4219,0.07013370631449443,4.37,4219.0,134.0,101.0,79.0
4220,0.08261108951277696,5.33,4220.0,314.0,304.0,82.0
4221,0.08514308930242584,3.76,4221.0,73.0,77.0,35.0
4222,0.08196350732132779,5.31,4222.0,275.0,266.0,130.0
4223,0.10233583758641926,3.4,0.0,0.0,0.0,0.0
4224,0.08238530313155637,4.39,4224.0,174.0,195.0,51.0
4225,0.07893558358553474,5.48,4225.0,182.0,203.0,95.0
4226,0.07859509801492655,4.33,4226.0,135.0,173.0,99.0
4227,0.07653634300979623,6.28,4227.0,679.0,407.0,224.0
4228,0.07058345322193889,5.01,4228.0,318.0,282.0,120.0
4229,0.0792952032320359,4.57,4229.0,172.0,108.0,63.0
4230,0.06833682126385218,6.11,4230.0,594.0,607.0,148.0
4231,0.07404915299381169,4.98,4231.0,265.0,283.0,92.0
