RacerID,Course,RacesRun,QuinellaRate,TrifectaRate,FirstPlaceRate,AvgStartTiming,Nige,Makuri,Sashi
4511,3,516,24.8,43.4,8.9,0.17,0,28,7
4511,4,522,20.3,39.4,8.6,0.16,0,25,8
4511,5,682,12.7,32.2,4.2,0.18,0,7,1
4511,6,698,5.7,18.0,2.0,0.2,0,5,1
4512,1,810,84.6,89.5,73.5,0.15,583,0,0
4512,2,644,49.2,66.4,21.1,0.16,0,33,100
4512,3,693,47.7,67.1,20.0,0.16,0,43,15
4512,4,647,36.0,61.0,13.7,0.16,0,31,14
4512,5,699,30.4,51.7,12.3,0.16,0,15,10
4512,6,870,14.0,36.3,4.3,0.17,0,8,6
4513,1,560,70.8,79.6,50.7,0.17,258,0,0
4513,2,514,41.2,62.0,14.7,0.17,0,18,45
4513,3,577,37.4,59.1,16.8,0.16,0,36,9
4513,4,587,35.4,56.9,11.9,0.17,0,24,22
4513,5,692,19.2,37.1,6.0,0.18,0,8,5
4513,6,681,7.4,23.0,2.5,0.2,0,1,3
4514,1,559,81.4,86.5,65.1,0.16,349,0,0
4514,2,503,50.1,69.5,19.6,0.18,0,18,73
4514,3,516,40.8,62.7,15.5,0.17,0,29,14
4514,4,544,29.6,56.4,10.8,0.19,0,17,20
4514,5,683,22.1,41.7,5.4,0.19,0,7,6
4514,6,798,9.7,25.0,1.3,0.21,0,0,1
4515,1,670,77.9,86.4,60.4,0.16,376,0,0
4515,2,580,45.1,67.0,14.8,0.18,0,20,59
4515,3,648,35.6,58.6,12.1,0.17,0,27,11
4515,4,643,30.0,55.6,10.2,0.17,0,22,19
4515,5,766,18.2,40.4,6.0,0.18,0,5,9
4515,6,795,9.5,29.1,2.6,0.19,0,5,4
4516,1,486,70.5,81.8,53.0,0.16,239,0,0
4516,2,471,40.9,59.8,17.2,0.17,0,15,51
4516,3,506,35.9,55.9,12.4,0.16,0,21,5
4516,4,530,28.3,51.8,11.1,0.16,0,29,11
4516,5,658,17.7,38.3,5.1,0.17,0,6,2
4516,6,692,7.3,21.1,1.3,0.18,0,1,0
4517,1,107,43.9,53.2,21.5,0.17,21,0,0
4517,2,134,20.1,28.3,7.4,0.19,0,4,2
4517,3,146,8.2,20.5,4.7,0.18,0,5,1
4517,4,169,18.3,26.0,5.3,0.19,0,2,1
4517,5,230,4.7,13.0,1.3,0.19,0,0,1
4517,6,356,3.3,10.3,0.5,0.21,0,0,1
4518,1,530,71.5,80.3,55.8,0.16,287,0,0
4518,2,468,36.3,56.4,16.2,0.16,0,24,46
4518,3,530,36.7,58.4,11.7,0.17,0,19,9
4518,4,549,29.8,51.5,13.8,0.17,0,32,9
4518,5,627,19.4,40.8,6.8,0.18,0,14,0
4518,6,599,9.8,23.2,2.5,0.19,0,1,3
4519,1,372,68.2,77.4,47.3,0.16,161,0,0
4519,2,412,43.6,64.0,17.7,0.17,0,22,35
4519,3,379,35.8,51.7,13.9,0.17,0,29,9
4519,4,393,34.8,51.9,18.3,0.16,0,46,11
4519,5,435,19.7,37.7,7.8,0.16,0,12,3
4519,6,615,10.4,21.4,3.0,0.18,0,6,2
4520,1,481,65.9,77.1,39.9,0.17,175,0,0
4520,2,525,38.2,55.8,18.1,0.17,0,24,65
4520,3,547,28.8,49.5,10.7,0.18,0,25,12
4520,4,613,22.6,41.7,10.1,0.18,0,33,4
4520,5,609,17.0,36.4,6.7,0.18,0,13,3
4520,6,611,9.0,23.5,2.1,0.18,0,5,1
4521,1,502,74.5,83.8,58.3,0.15,273,0,0
4521,2,458,39.9,61.7,15.2,0.17,0,15,43
4521,3,491,35.4,57.6,13.8,0.17,0,29,7
4521,4,536,35.6,57.8,14.9,0.18,0,36,14
4521,5,575,22.2,44.1,7.3,0.17,0,9,1
4521,6,759,9.2,24.2,1.7,0.2,0,5,2
4522,1,642,90.1,93.7,77.2,0.13,476,0,0
4522,2,488,60.8,72.9,26.4,0.14,0,40,77
4522,3,516,49.8,73.0,19.1,0.14,0,35,13
4522,4,609,39.5,63.7,18.0,0.15,0,33,21
4522,5,596,24.1,47.3,8.3,0.15,0,10,7
4522,6,647,9.4,26.1,1.5,0.18,0,1,1
4523,1,534,75.6,82.9,61.6,0.15,306,0,0
4523,2,497,44.4,59.3,15.9,0.16,0,20,54
4523,3,502,37.8,58.7,17.7,0.16,0,43,9
4523,4,531,29.7,50.2,9.9,0.16,0,28,11
4523,5,644,20.0,39.9,5.7,0.15,0,11,1
4523,6,688,8.2,21.5,1.6,0.17,0,4,0
4524,1,820,85.3,91.2,74.1,0.13,587,0,0
4524,2,584,57.1,73.4,28.9,0.14,0,34,117
4524,3,620,53.8,72.5,25.4,0.14,0,43,23
4524,4,721,42.4,62.9,17.4,0.14,0,41,24
4524,5,650,33.3,54.7,15.2,0.14,0,14,5
4524,6,743,18.0,37.9,6.1,0.15,0,11,2
4525,1,371,53.3,69.5,32.3,0.16,113,0,0
4525,2,474,30.1,49.5,10.3,0.17,0,20,21
4525,3,485,24.5,43.0,8.4,0.16,0,18,7
4525,4,471,18.0,35.8,7.2,0.16,0,16,8
4525,5,558,11.2,27.4,4.1,0.17,0,5,2
4525,6,692,5.4,14.3,0.5,0.19,0,0,0
4526,1,533,71.8,80.4,52.5,0.15,259,0,0
4526,2,519,42.0,64.5,19.0,0.15,0,17,75
4526,3,513,34.5,55.7,13.2,0.15,0,29,11
4526,4,568,35.0,57.5,16.5,0.14,0,53,10
4526,5,625,15.5,35.5,4.4,0.14,0,5,5
4526,6,684,8.6,24.5,1.9,0.15,0,1,1
4527,1,315,48.5,58.1,31.7,0.19,90,0,0
4527,2,430,28.1,50.0,8.1,0.19,0,1,29
4527,3,475,22.5,37.4,5.2,0.19,0,8,3
4527,4,436,12.3,30.9,4.5,0.2,0,5,9
4527,5,579,9.6,23.3,3.2,0.2,0,1,4
4527,6,621,4.5,13.8,0.4,0.21,0,0,0
4528,1,719,82.4,87.2,71.4,0.14,487,0,0
4528,2,602,53.4,67.2,27.4,0.15,0,45,107
4528,3,631,49.2,67.3,24.8,0.15,0,41,12
4528,4,643,44.4,64.2,22.7,0.15,0,63,31
4528,5,572,31.4,50.7,12.5,0.16,0,10,8
4528,6,591,15.5,32.8,4.9,0.19,0,5,3
4529,1,381,71.6,81.3,50.6,0.14,183,0,0
4529,2,434,34.5,54.8,11.9,0.14,0,14,34
4529,3,441,33.5,50.5,11.7,0.14,0,21,6
4529,4,436,22.9,43.3,8.7,0.15,0,21,7
4529,5,597,14.7,35.0,5.3,0.17,0,6,5
4529,6,736,7.2,18.6,2.0,0.2,0,4,3
4530,1,635,81.2,88.1,66.9,0.14,408,0,0
4530,2,475,54.5,69.4,27.5,0.16,0,65,56
4530,3,510,47.4,66.4,20.3,0.16,0,69,15
4530,4,557,41.8,67.5,17.0,0.16,0,51,16
4530,5,569,28.6,50.0,8.2,0.18,0,15,5
4530,6,740,14.1,32.4,3.3,0.19,0,12,3
4531,1,569,76.2,82.9,63.0,0.15,341,0,0
4531,2,520,47.3,63.2,18.4,0.18,0,19,61
4531,3,548,41.9,59.3,18.6,0.16,0,52,9
4531,4,547,37.4,54.6,12.0,0.17,0,27,17
4531,5,611,25.2,43.2,10.1,0.18,0,12,2
4531,6,765,13.5,29.9,3.9,0.18,0,8,5
4532,1,625,79.0,86.8,65.1,0.15,384,0,0
4532,2,514,57.0,72.7,24.1,0.16,0,40,70
4532,3,528,50.0,67.4,23.3,0.15,0,49,14
4532,4,579,45.2,62.1,21.4,0.16,0,52,13
4532,5,584,26.2,47.4,8.0,0.17,0,7,6
4532,6,601,9.4,26.6,2.6,0.21,0,2,3
4533,1,384,66.1,75.5,48.1,0.18,176,0,0
4533,2,382,31.9,53.1,10.2,0.18,0,8,28
4533,3,438,33.1,49.7,11.4,0.18,0,33,1
4533,4,467,30.4,50.1,13.0,0.17,0,37,7
4533,5,581,15.1,31.8,4.8,0.17,0,3,3
4533,6,638,5.9,18.0,1.2,0.19,0,4,0
4534,1,266,43.6,59.0,30.0,0.2,78,0,0
4534,2,333,27.0,45.3,10.2,0.22,0,7,24
4534,3,336,23.2,44.9,8.9,0.2,0,19,2
4534,4,296,18.2,36.4,6.0,0.19,0,11,3
4534,5,418,11.7,26.5,4.0,0.2,0,4,4
4534,6,588,3.4,9.8,0.6,0.21,0,1,0
4535,1,537,77.0,87.1,59.0,0.16,289,0,0
4535,2,432,46.0,66.9,20.3,0.16,0,24,52
4535,3,457,41.5,66.3,17.2,0.15,0,18,14
4535,4,509,43.0,63.0,19.8,0.16,0,45,12
4535,5,543,32.7,51.7,13.2,0.16,0,19,9
4535,6,688,18.6,40.8,6.4,0.16,0,14,8
4536,1,410,71.2,79.5,49.0,0.16,185,0,0
4536,2,388,45.3,67.7,18.3,0.16,0,17,51
4536,3,427,38.4,60.1,14.9,0.16,0,24,10
4536,4,423,32.6,57.4,12.2,0.17,0,3,16
4536,5,464,17.0,40.7,3.6,0.18,0,1,3
4536,6,623,5.6,18.1,0.6,0.21,0,1,0
4537,1,715,85.7,90.9,74.4,0.14,518,0,0
4537,2,597,55.9,71.5,28.1,0.14,0,57,99
4537,3,543,46.0,70.7,20.0,0.14,0,46,17
4537,4,630,44.9,67.7,20.0,0.14,0,49,44
4537,5,588,23.3,45.7,8.6,0.15,0,20,6
4537,6,689,10.3,27.5,3.7,0.17,0,7,4
4538,1,355,60.0,72.6,40.5,0.15,140,0,0
4538,2,445,31.9,50.7,10.7,0.17,0,17,27
4538,3,463,27.0,46.2,8.2,0.17,0,20,6
4538,4,469,29.0,46.7,13.0,0.16,0,27,9
4538,5,592,19.5,36.4,7.6,0.16,0,17,4
4538,6,632,7.9,17.2,1.9,0.18,0,4,0
4539,1,669,81.6,87.0,67.8,0.13,438,0,0
4539,2,552,46.7,62.5,23.1,0.14,0,41,79
4539,3,580,42.2,58.4,18.9,0.14,0,60,23
4539,4,672,41.5,56.1,23.6,0.14,0,120,14
4539,5,682,18.9,35.6,7.1,0.15,0,29,5
4539,6,704,9.8,21.4,2.8,0.18,0,10,1
4540,1,509,68.3,79.3,47.5,0.14,235,0,0
4540,2,505,38.8,58.4,13.0,0.16,0,24,37
4540,3,543,27.4,51.3,8.1,0.15,0,15,8
4540,4,528,30.1,52.2,13.4,0.15,0,30,15
4540,5,616,18.5,38.9,6.1,0.16,0,8,8
4540,6,695,9.5,26.4,1.5,0.17,0,2,1
4541,1,119,27.7,43.7,12.6,0.19,12,0,0
4541,2,163,12.8,29.4,1.8,0.2,0,0,1
4541,3,162,14.8,32.7,3.7,0.2,0,1,3
4541,4,140,11.4,20.7,2.1,0.21,0,1,1
4541,5,231,9.0,20.7,1.7,0.21,0,1,0
4541,6,465,1.7,6.6,0.0,0.22,0,0,0
4542,1,143,34.9,53.1,23.0,0.18,32,0,0
4542,2,167,14.3,25.1,2.9,0.19,0,0,5
4542,3,198,15.1,27.7,4.0,0.17,0,5,1
4542,4,179,12.8,28.4,5.5,0.19,0,5,3
4542,5,279,9.6,19.3,1.4,0.19,0,0,0
4542,6,427,3.7,13.8,0.9,0.19,0,1,1
4543,1,541,78.7,85.7,60.8,0.15,308,0,0
4543,2,505,46.7,68.9,17.8,0.17,0,16,64
4543,3,508,41.7,61.8,16.9,0.18,0,34,1
4543,4,547,29.4,53.5,10.4,0.2,0,10,18
4543,5,584,20.0,44.0,6.3,0.2,0,8,2
4543,6,643,11.9,27.0,2.8,0.19,0,0,3
4544,1,768,84.6,91.4,74.8,0.16,546,0,0
4544,2,555,56.7,73.6,26.6,0.18,0,53,77
4544,3,546,49.8,65.7,25.6,0.18,0,59,18
4544,4,619,44.5,66.8,22.1,0.17,0,75,26
4544,5,570,32.6,53.8,14.0,0.18,0,21,10
4544,6,629,17.9,38.6,6.2,0.19,0,2,6
4545,1,764,84.0,89.7,72.5,0.15,521,0,0
4545,2,567,52.0,70.5,22.2,0.15,0,17,90
4545,3,580,44.8,67.4,18.9,0.14,0,37,9
4545,4,642,44.8,65.7,19.6,0.13,0,56,16
4545,5,639,32.2,53.2,12.5,0.14,0,21,4
4545,6,660,13.3,34.0,3.7,0.16,0,6,3
4546,1,495,73.3,82.8,59.1,0.18,276,0,0
4546,2,418,54.5,72.2,24.6,0.19,0,27,64
4546,3,418,45.9,67.4,17.4,0.17,0,21,14
4546,4,460,42.6,66.7,16.7,0.17,0,22,22
4546,5,420,30.9,53.3,11.1,0.17,0,8,4
4546,6,566,15.0,33.7,4.4,0.19,0,4,3
4547,1,684,80.5,87.4,67.8,0.15,443,0,0
4547,2,545,55.2,70.8,26.4,0.16,0,38,96
4547,3,579,48.8,67.0,22.9,0.15,0,36,7
4547,4,616,46.1,65.1,18.9,0.15,0,42,26
4547,5,619,31.6,50.5,13.0,0.16,0,14,5
4547,6,686,21.8,40.0,6.4,0.17,0,10,6
4548,1,234,50.8,64.9,30.7,0.19,66,0,0
4548,2,299,29.1,49.5,8.7,0.21,0,4,19
4548,3,311,14.7,34.4,2.8,0.2,0,3,2
4548,4,271,12.1,31.0,3.3,0.22,0,6,2
4548,5,387,6.2,18.0,2.3,0.23,0,3,0
4548,6,515,3.1,8.3,0.1,0.23,0,1,0
4549,1,419,67.5,78.7,52.5,0.17,212,0,0
4549,2,455,37.1,59.7,11.4,0.18,0,12,29
4549,3,451,35.7,57.8,12.2,0.17,0,18,3
4549,4,472,29.8,54.8,8.0,0.19,0,11,12
4549,5,557,15.8,35.9,3.4,0.2,0,2,2
4549,6,647,8.1,21.9,1.5,0.21,0,0,0
4550,1,378,50.5,66.4,31.4,0.15,112,0,0
4550,2,437,32.4,49.6,13.2,0.16,0,15,32
4550,3,466,25.5,47.4,8.1,0.17,0,17,3
4550,4,438,23.0,43.1,7.5,0.16,0,10,4
4550,5,521,10.9,29.9,3.2,0.16,0,2,2
4550,6,705,6.2,18.8,2.1,0.17,0,1,1
4551,1,455,70.5,80.4,50.5,0.17,209,0,0
4551,2,452,39.3,59.5,13.7,0.18,0,16,36
4551,3,499,38.0,59.7,14.2,0.17,0,32,4
4551,4,478,34.3,57.3,9.6,0.18,0,15,12
4551,5,584,18.6,41.4,5.6,0.18,0,10,2
4551,6,746,12.0,30.0,1.3,0.19,0,1,2
4552,1,322,53.7,63.3,35.7,0.18,104,0,0
4552,2,405,25.6,42.4,9.6,0.18,0,3,28
4552,3,430,23.2,40.9,10.0,0.18,0,27,5
4552,4,440,20.9,32.7,10.4,0.17,0,17,12
4552,5,599,17.2,30.8,5.6,0.17,0,11,1
4552,6,736,7.6,16.1,1.9,0.19,0,9,1
4553,1,483,72.4,81.3,59.6,0.18,276,0,0
4553,2,455,37.1,58.4,9.8,0.18,0,4,32
4553,3,481,34.3,59.4,9.7,0.18,0,11,3
4553,4,526,27.9,54.7,8.3,0.18,0,9,12
4553,5,564,16.6,37.9,3.9,0.19,0,2,1
4553,6,666,6.4,23.8,1.6,0.21,0,0,0
4555,1,309,51.7,64.7,33.6,0.19,93,0,0
4555,2,406,33.9,50.7,11.0,0.19,0,10,31
4555,3,429,28.2,49.8,8.3,0.19,0,15,6
4555,4,421,24.2,42.9,9.5,0.2,0,16,8
4555,5,554,15.5,30.3,3.4,0.2,0,0,1
4555,6,707,7.0,16.9,2.5,0.2,0,4,1
4556,1,578,73.7,80.8,55.1,0.16,293,0,0
4556,2,461,52.9,70.7,25.6,0.17,0,44,59
4556,3,481,48.4,68.1,24.7,0.16,0,66,8
4556,4,509,42.6,63.2,22.0,0.16,0,62,18
4556,5,479,26.3,49.9,12.3,0.15,0,23,6
4556,6,642,15.1,30.5,3.7,0.19,0,2,3
4557,1,260,56.9,66.5,44.6,0.17,110,0,0
4557,2,378,31.7,46.3,13.7,0.19,0,11,37
4557,3,370,17.5,36.2,7.0,0.18,0,10,3
4557,4,352,16.1,33.8,6.5,0.17,0,6,5
4557,5,496,13.5,24.6,5.2,0.19,0,4,5
4557,6,589,5.9,15.4,1.1,0.21,0,3,0
4558,1,343,62.1,73.7,41.9,0.17,134,0,0
4558,2,454,29.9,51.5,10.1,0.18,0,7,33
4558,3,446,23.0,44.6,8.0,0.17,0,17,7
4558,4,458,24.6,47.3,8.3,0.17,0,17,11
4558,5,561,11.2,29.2,3.5,0.17,0,5,4
4558,6,659,5.4,15.3,1.3,0.21,0,1,2
4559,1,408,68.1,77.7,54.4,0.17,208,0,0
4559,2,467,45.6,60.3,19.0,0.17,0,32,54
4559,3,364,41.2,57.1,21.1,0.17,0,32,12
4559,4,313,35.1,58.7,19.4,0.18,0,32,7
4559,5,279,27.9,48.7,9.3,0.18,0,4,2
4559,6,278,10.7,24.1,4.6,0.19,0,7,0
4560,1,367,56.1,67.8,38.6,0.15,128,0,0
4560,2,412,41.7,60.1,12.3,0.15,0,9,38
4560,3,419,27.2,48.4,11.2,0.15,0,11,6
4560,4,430,29.7,46.7,14.1,0.15,0,27,12
4560,5,519,19.6,36.0,6.3,0.16,0,3,7
4560,6,622,6.4,18.4,1.6,0.2,0,2,3
4561,1,543,67.9,78.0,53.4,0.19,271,0,0
4561,2,587,42.9,58.0,19.7,0.2,0,77,31
4561,3,617,42.4,59.1,25.7,0.18,0,114,10
4561,4,657,35.9,53.2,23.4,0.19,0,110,8
4561,5,561,21.7,37.2,9.6,0.2,0,25,2
4561,6,613,10.6,23.3,3.9,0.22,0,12,1
4562,1,384,58.8,72.6,36.9,0.18,131,0,0
4562,2,471,28.6,48.2,8.2,0.19,0,6,31
4562,3,540,28.3,50.9,8.8,0.19,0,31,2
4562,4,477,22.6,46.1,10.6,0.19,0,35,8
4562,5,647,13.1,32.6,4.4,0.2,0,8,2
4562,6,739,4.3,14.0,0.6,0.21,0,2,1
4563,1,296,56.0,68.2,36.4,0.17,102,0,0
4563,2,369,16.8,33.3,4.0,0.18,0,5,9
4563,3,398,22.3,37.4,7.7,0.18,0,24,3
4563,4,381,13.9,32.0,6.0,0.17,0,8,3
4563,5,480,8.7,23.3,3.1,0.18,0,2,1
4563,6,697,3.7,11.1,0.7,0.19,0,0,3
4564,1,442,70.8,81.2,52.4,0.15,225,0,0
4564,2,483,34.5,55.4,10.3,0.16,0,6,42
4564,3,515,31.2,55.5,9.1,0.16,0,28,8
4564,4,543,22.8,44.9,6.2,0.17,0,23,3
4564,5,604,11.7,31.6,2.4,0.17,0,2,2
4564,6,777,4.3,17.7,0.5,0.19,0,3,0
4565,1,356,48.8,60.1,29.7,0.18,96,0,0
4565,2,438,26.9,51.6,10.2,0.19,0,4,33
4565,3,445,27.1,43.1,9.8,0.18,0,23,9
4565,4,435,24.6,44.6,9.8,0.17,0,21,6
4565,5,581,15.3,34.7,5.3,0.17,0,13,2
4565,6,743,7.5,20.3,1.4,0.19,0,3,2
4566,1,805,83.3,89.3,74.4,0.16,574,0,0
4566,2,571,56.2,72.8,23.4,0.16,0,21,100
4566,3,641,50.5,70.3,23.5,0.16,0,42,15
4566,4,707,40.7,60.9,17.6,0.16,0,53,25
4566,5,757,28.9,50.4,10.1,0.16,0,14,6
4566,6,681,13.6,31.2,4.4,0.16,0,7,4
4567,1,266,48.5,64.2,26.6,0.18,71,0,0
4567,2,419,20.5,42.9,4.3,0.2,0,9,9
4567,3,403,19.3,37.7,3.7,0.2,0,11,0
4567,4,418,13.4,31.5,3.8,0.2,0,10,4
4567,5,550,8.9,21.8,1.0,0.21,0,3,0
4567,6,634,3.3,10.0,0.9,0.22,0,1,0
4568,1,471,76.2,84.2,57.7,0.15,264,0,0
4568,2,446,33.4,53.1,11.8,0.15,0,23,28
4568,3,462,33.9,58.2,10.3,0.14,0,20,5
4568,4,489,28.0,49.2,14.3,0.15,0,45,9
4568,5,567,16.7,37.3,6.3,0.16,0,14,3
4568,6,708,7.0,22.1,1.8,0.18,0,3,4
4569,1,350,50.5,66.0,28.5,0.19,96,0,0
4569,2,436,31.6,51.3,10.0,0.19,0,20,22
4569,3,439,28.9,47.6,9.5,0.18,0,28,3
4569,4,434,23.9,36.1,10.1,0.18,0,25,5
4569,5,541,17.3,31.7,5.9,0.18,0,6,3
4569,6,626,5.2,14.8,1.4,0.2,0,3,1
4570,1,468,70.0,79.9,52.3,0.16,231,0,0
4570,2,472,49.3,67.5,17.8,0.16,0,10,61
4570,3,455,36.9,62.6,10.9,0.16,0,15,8
4570,4,521,30.7,55.4,10.9,0.16,0,22,14
4570,5,623,21.9,43.3,7.0,0.17,0,7,9
4570,6,694,8.9,23.9,2.1,0.2,0,1,4
4571,1,571,76.8,85.1,59.0,0.15,323,0,0
4571,2,476,54.4,68.9,24.7,0.15,0,37,67
4571,3,519,42.7,62.4,17.3,0.16,0,43,8
4571,4,640,39.3,55.3,22.6,0.16,0,110,8
4571,5,530,29.4,46.7,16.6,0.17,0,56,3
4571,6,667,16.9,29.0,10.6,0.17,0,48,3
4572,1,521,74.8,83.6,54.7,0.14,253,0,0
4572,2,481,38.0,58.8,13.7,0.15,0,13,44
4572,3,507,37.8,56.2,12.8,0.14,0,24,6
4572,4,517,28.8,48.9,10.8,0.14,0,29,8
4572,5,654,21.1,43.8,5.8,0.16,0,9,2
4572,6,849,8.7,24.5,2.4,0.17,0,3,2
4573,1,678,82.1,88.3,65.7,0.14,424,0,0
4573,2,539,52.1,71.2,22.2,0.14,0,46,59
4573,3,586,49.3,66.2,22.0,0.15,0,62,7
4573,4,653,49.4,68.4,25.5,0.14,0,100,16
4573,5,624,27.8,47.1,11.0,0.15,0,18,3
4573,6,645,19.2,37.0,6.0,0.15,0,19,4
4574,1,391,58.8,70.3,39.6,0.18,146,0,0
4574,2,501,35.1,51.3,10.3,0.2,0,9,35
4574,3,507,28.8,49.3,8.2,0.18,0,23,3
4574,4,539,21.8,42.3,8.3,0.19,0,18,5
4574,5,624,15.7,36.3,4.6,0.19,0,5,0
4574,6,671,7.3,20.4,1.7,0.19,0,8,1
4575,1,381,67.1,76.3,47.2,0.15,172,0,0
4575,2,408,41.9,61.2,14.7,0.17,0,15,37
4575,3,419,29.3,50.3,12.4,0.16,0,29,4
4575,4,413,31.9,56.1,14.5,0.15,0,38,9
4575,5,480,18.9,36.4,8.1,0.16,0,16,1
4575,6,677,11.0,26.8,2.2,0.18,0,3,2
4577,1,55,18.1,34.5,7.2,0.28,3,0,0
4577,2,71,12.6,22.5,2.8,0.23,0,0,2
4577,3,61,4.9,6.5,1.6,0.25,0,0,0
4577,4,79,5.0,8.8,2.5,0.22,0,2,0
4577,5,114,2.6,7.8,0.0,0.19,0,0,0
4577,6,296,1.6,6.0,0.0,0.23,0,0,0
4578,1,531,74.9,85.5,58.1,0.15,294,0,0
4578,2,507,41.8,61.9,17.3,0.18,0,34,49
4578,3,499,41.6,61.1,16.0,0.18,0,33,6
4578,4,518,33.4,56.3,11.2,0.19,0,31,10
4578,5,636,22.0,41.8,7.2,0.2,0,14,7
4578,6,794,10.0,25.5,2.1,0.22,0,4,2
4579,1,561,75.0,83.2,60.2,0.15,324,0,0
4579,2,452,52.4,68.1,21.6,0.17,0,40,50
4579,3,490,46.7,68.5,18.3,0.15,0,33,3
4579,4,537,38.7,62.5,16.3,0.16,0,46,11
4579,5,661,28.7,50.0,8.9,0.16,0,17,0
4579,6,733,15.8,34.6,6.4,0.16,0,16,4
4580,1,494,73.2,81.7,62.1,0.17,285,0,0
4580,2,481,38.8,55.3,15.3,0.18,0,10,55
4580,3,483,38.5,58.8,15.7,0.18,0,34,4
4580,4,537,33.3,55.1,10.8,0.17,0,30,4
4580,5,643,20.2,39.1,6.8,0.18,0,10,3
4580,6,778,10.5,27.3,2.8,0.18,0,7,4
4581,1,489,70.9,77.9,52.1,0.14,236,0,0
4581,2,520,43.6,60.5,14.8,0.16,0,19,51
4581,3,507,31.7,51.2,12.8,0.16,0,24,9
4581,4,550,31.6,51.2,15.4,0.16,0,36,22
4581,5,629,21.1,40.7,9.2,0.16,0,19,7
4581,6,653,12.1,28.0,3.6,0.16,0,7,4
4583,1,543,72.3,84.1,46.2,0.14,229,0,0
4583,2,518,39.1,63.1,12.3,0.16,0,7,50
4583,3,551,33.5,60.8,9.6,0.15,0,20,6
4583,4,554,30.5,60.1,11.9,0.16,0,22,16
4583,5,606,16.3,41.2,4.1,0.17,0,3,2
4583,6,712,8.8,28.6,2.1,0.18,0,3,7
4584,1,569,78.5,86.8,62.9,0.14,337,0,0
4584,2,516,48.2,66.8,21.9,0.14,0,30,71
4584,3,538,40.3,65.2,14.6,0.14,0,18,13
4584,4,536,42.3,60.6,18.8,0.12,0,38,20
4584,5,554,25.6,45.6,10.6,0.14,0,10,8
4584,6,729,13.1,31.2,3.9,0.16,0,6,6
4585,1,138,38.4,50.7,18.8,0.23,24,0,0
4585,2,225,24.4,45.7,7.5,0.24,0,7,6
4585,3,207,17.3,37.2,2.4,0.23,0,1,0
4585,4,220,15.0,36.3,2.7,0.23,0,2,3
4585,5,273,5.8,21.9,1.1,0.22,0,1,0
4585,6,437,5.9,11.4,1.3,0.22,0,3,0
4586,1,764,82.5,88.2,73.3,0.14,533,0,0
4586,2,531,55.3,69.3,30.3,0.13,0,42,105
4586,3,569,48.5,69.6,25.3,0.14,0,37,15
4586,4,662,47.7,64.8,24.6,0.13,0,59,29
4586,5,653,31.2,52.8,12.8,0.14,0,11,8
4586,6,685,17.0,36.3,5.4,0.15,0,5,3
4587,1,481,67.3,76.7,49.6,0.16,223,0,0
4587,2,506,40.7,57.9,15.6,0.18,0,17,55
4587,3,478,33.8,55.4,14.2,0.16,0,12,13
4587,4,483,30.6,50.1,11.5,0.17,0,11,11
4587,5,597,20.7,42.0,5.3,0.18,0,3,1
4587,6,569,9.1,26.7,1.7,0.21,0,0,3
4588,1,430,65.3,76.2,51.1,0.15,202,0,0
4588,2,443,38.8,56.6,14.2,0.16,0,10,49
4588,3,494,37.0,52.8,15.7,0.15,0,28,8
4588,4,482,30.9,48.7,11.2,0.15,0,19,10
4588,5,573,23.9,43.8,8.2,0.17,0,4,1
4588,6,737,8.2,21.9,1.9,0.18,0,5,3
4589,1,323,71.8,79.2,53.8,0.18,168,0,0
4589,2,327,47.4,62.6,21.7,0.18,0,33,33
4589,3,344,38.6,63.3,16.2,0.16,0,25,6
4589,4,353,41.9,62.6,18.9,0.16,0,39,14
4589,5,408,26.7,42.6,9.3,0.18,0,18,1
4589,6,588,8.8,23.9,2.0,0.21,0,6,0
4590,1,600,78.8,86.8,65.0,0.15,377,0,0
4590,2,516,51.7,70.5,20.7,0.17,0,33,65
4590,3,497,42.6,63.3,17.3,0.16,0,22,17
4590,4,522,37.9,59.5,15.9,0.15,0,30,17
4590,5,561,23.5,47.0,7.6,0.15,0,6,2
4590,6,762,8.5,22.5,1.7,0.16,0,2,1
4591,1,111,27.0,44.1,13.5,0.19,15,0,0
4591,2,134,18.6,38.0,1.4,0.2,0,2,0
4591,3,144,13.1,29.8,4.1,0.19,0,1,4
4591,4,177,8.4,21.4,4.5,0.2,0,1,3
4591,5,184,4.8,13.5,1.0,0.19,0,0,0
4591,6,324,2.7,6.7,0.6,0.22,0,0,0
4592,1,323,58.5,69.3,39.9,0.16,115,0,0
4592,2,451,31.4,49.0,9.5,0.16,0,1,31
4592,3,444,24.1,41.6,7.4,0.16,0,3,8
4592,4,417,17.2,38.6,3.6,0.18,0,1,4
4592,5,528,10.6,25.7,2.6,0.17,0,0,0
4592,6,708,3.2,12.8,0.7,0.19,0,0,1
4593,1,447,80.7,85.4,63.5,0.12,262,0,0
4593,2,396,43.4,63.1,19.1,0.13,0,30,31
4593,3,397,37.7,60.7,15.3,0.14,0,26,12
4593,4,515,33.4,58.0,14.3,0.14,0,42,8
4593,5,545,22.7,44.7,7.3,0.15,0,11,3
4593,6,727,8.8,27.5,3.3,0.17,0,6,8
4594,1,604,78.4,85.1,61.4,0.15,359,0,0
4594,2,595,51.2,65.8,22.5,0.15,0,25,98
