RacerID,Course,RacesRun,QuinellaRate,TrifectaRate,FirstPlaceRate,AvgStartTiming,Nige,Makuri,Sashi
3745,1,954,69.1,83.1,43.8,0.17,375,0,0
3745,2,841,41.9,65.2,14.1,0.17,0,31,68
3745,3,896,34.9,60.1,13.8,0.17,0,47,23
3745,4,1177,42.4,65.0,19.2,0.17,0,94,57
3745,5,1279,32.3,53.2,13.5,0.17,0,48,43
3745,6,1146,20.5,42.1,5.8,0.19,0,11,25
3746,1,1372,81.0,89.2,65.1,0.16,841,0,0
3746,2,1232,52.5,71.9,24.7,0.18,0,66,197
3746,3,1262,43.9,66.4,17.1,0.19,0,48,58
3746,4,1376,34.8,59.0,13.3,0.19,0,56,52
3746,5,1423,29.0,53.7,9.7,0.19,0,17,30
3746,6,1151,18.4,40.1,4.0,0.19,0,6,13
3747,1,1244,72.8,82.7,52.1,0.17,582,3,1
3747,2,1102,45.8,63.6,20.6,0.18,0,84,107
3747,3,1251,40.6,59.9,20.4,0.18,0,137,39
3747,4,1300,40.0,59.8,20.3,0.18,0,131,41
3747,5,1342,33.3,51.4,14.0,0.17,0,70,26
3747,6,1109,23.5,40.8,9.2,0.16,0,48,13
3748,1,684,47.6,60.6,28.0,0.19,176,0,0
3748,2,833,30.8,50.5,10.2,0.18,0,28,43
3748,3,965,27.4,45.8,8.8,0.18,0,30,23
3748,4,1031,21.6,41.2,7.5,0.19,0,26,15
3748,5,1186,16.2,34.0,5.9,0.18,0,13,13
3748,6,782,7.4,18.9,1.7,0.19,0,2,3
3750,1,655,40.0,56.9,20.4,0.2,112,0,0
3750,2,754,26.1,47.7,11.6,0.21,0,60,18
3750,3,937,28.3,44.8,12.3,0.2,0,80,11
3750,4,880,21.0,38.9,6.8,0.22,0,36,5
3750,5,852,15.1,30.2,5.0,0.23,0,15,6
3750,6,833,6.8,19.8,1.9,0.26,0,6,2
3752,1,770,58.0,72.7,34.8,0.19,239,0,0
3752,2,800,41.3,58.5,18.5,0.19,0,37,88
3752,3,873,29.6,50.9,13.7,0.17,0,37,22
3752,4,1002,32.3,52.8,14.5,0.17,0,57,18
3752,5,1206,26.3,47.1,11.1,0.16,0,36,14
3752,6,1075,15.9,33.2,5.7,0.16,0,12,12
3753,1,780,54.6,67.3,33.2,0.18,235,0,0
3753,2,786,32.1,49.3,13.7,0.18,0,37,61
3753,3,919,33.1,47.7,15.5,0.18,0,68,21
3753,4,1039,28.8,44.7,13.9,0.2,0,64,22
3753,5,1197,19.1,34.1,8.4,0.2,0,31,12
3753,6,1094,12.3,24.4,4.4,0.21,0,14,8
3755,1,503,43.5,58.0,25.8,0.24,120,0,0
3755,2,660,28.1,46.8,10.6,0.23,0,16,44
3755,3,663,26.5,44.0,9.9,0.21,0,28,19
3755,4,769,25.8,41.8,12.0,0.21,0,58,16
3755,5,1007,15.1,31.0,5.7,0.22,0,23,10
3755,6,766,7.7,19.4,2.6,0.23,0,5,4
3757,1,1138,72.3,82.9,52.0,0.16,556,0,0
3757,2,1040,47.3,66.9,18.9,0.18,0,72,98
3757,3,1112,37.4,60.7,15.8,0.18,0,71,32
3757,4,1262,37.1,60.7,15.9,0.18,0,98,22
3757,5,1158,20.6,44.7,7.8,0.19,0,24,11
3757,6,947,12.6,30.5,4.1,0.21,0,10,8
3759,1,565,51.3,64.2,31.6,0.18,164,1,0
3759,2,601,29.6,45.7,12.3,0.2,0,49,19
3759,3,686,23.9,39.9,10.0,0.2,0,46,7
3759,4,762,22.0,37.2,10.3,0.22,0,57,11
3759,5,831,15.2,29.2,6.0,0.23,0,26,10
3759,6,662,8.7,21.3,1.8,0.24,0,3,6
3761,1,881,72.6,83.7,53.2,0.16,438,0,0
3761,2,808,47.0,67.3,20.1,0.16,0,74,72
3761,3,931,39.7,61.4,17.8,0.17,0,79,27
3761,4,1242,43.2,62.4,21.9,0.17,0,91,74
3761,5,1434,35.7,55.0,14.9,0.16,0,56,56
3761,6,1284,23.9,43.2,9.7,0.16,0,26,42
3762,1,571,33.2,47.8,16.4,0.2,87,0,0
3762,2,606,22.2,39.2,7.7,0.2,0,22,16
3762,3,637,22.9,37.0,10.2,0.2,0,46,7
3762,4,638,23.6,36.6,11.2,0.19,0,54,5
3762,5,791,14.1,25.6,5.6,0.19,0,24,4
3762,6,958,7.8,17.8,3.4,0.2,0,20,2
3764,1,406,31.0,45.8,17.9,0.24,65,0,0
3764,2,450,23.5,38.2,8.8,0.21,0,17,19
3764,3,520,20.5,36.7,12.3,0.2,0,32,11
3764,4,545,17.4,29.9,7.3,0.21,0,22,9
3764,5,615,13.1,24.7,5.2,0.2,0,10,8
3764,6,592,5.2,13.1,2.0,0.21,0,4,5
3768,1,339,23.6,37.4,6.7,0.26,22,0,0
3768,2,399,21.3,37.3,7.7,0.26,0,13,14
3768,3,419,18.3,35.5,8.5,0.26,0,20,8
3768,4,434,21.6,36.8,7.8,0.24,0,26,3
3768,5,541,16.2,30.1,5.3,0.24,0,20,1
3768,6,705,10.2,20.9,4.2,0.24,0,12,5
3769,1,1037,67.7,83.2,40.9,0.18,378,0,0
3769,2,1091,48.1,69.5,18.9,0.19,0,47,128
3769,3,1027,35.4,58.9,11.4,0.2,0,36,34
3769,4,1230,38.0,62.7,14.7,0.19,0,71,49
3769,5,1170,26.0,50.4,9.9,0.19,0,21,31
3769,6,739,14.3,34.1,4.3,0.22,0,3,10
3771,1,1170,67.3,80.9,42.8,0.16,458,0,0
3771,2,1115,48.2,67.3,19.9,0.16,0,59,127
3771,3,1023,42.0,64.1,16.3,0.15,0,58,28
3771,4,1112,41.9,62.2,17.7,0.15,0,58,46
3771,5,1129,28.2,50.5,10.2,0.15,0,17,14
3771,6,1062,19.7,43.0,5.4,0.18,0,7,2
3772,1,1024,66.6,79.8,44.2,0.16,391,1,2
3772,2,1069,37.7,59.1,18.7,0.18,0,78,88
3772,3,1125,35.3,56.9,13.5,0.17,0,89,16
3772,4,1186,29.6,53.1,12.4,0.17,0,78,25
3772,5,1133,23.2,44.6,8.1,0.18,0,24,17
3772,6,970,16.9,33.4,3.7,0.2,0,5,6
3773,1,1076,69.8,80.3,53.6,0.17,514,0,0
3773,2,1096,46.0,60.8,24.0,0.18,0,82,150
3773,3,1124,39.2,55.6,19.4,0.18,0,68,45
3773,4,1127,38.8,55.6,21.3,0.18,0,82,52
3773,5,979,24.2,40.6,11.0,0.19,0,25,22
3773,6,675,14.0,30.3,4.8,0.21,0,5,6
3775,1,846,61.9,72.9,37.9,0.17,280,0,1
3775,2,841,36.2,52.0,14.0,0.18,0,42,65
3775,3,944,32.7,52.6,13.8,0.18,0,58,17
3775,4,901,33.7,48.5,14.1,0.18,0,54,23
3775,5,1221,25.2,42.5,10.4,0.19,0,31,18
3775,6,1282,15.9,31.2,5.5,0.19,0,16,12
3776,1,663,49.0,65.7,26.2,0.18,158,0,0
3776,2,702,32.6,50.5,10.4,0.18,0,24,37
3776,3,761,25.8,46.1,8.2,0.19,0,32,11
3776,4,905,25.5,42.8,11.1,0.19,0,43,15
3776,5,1194,20.7,38.8,7.2,0.19,0,25,24
3776,6,1658,13.8,28.7,5.8,0.19,0,32,17
3777,1,1275,76.7,85.3,59.4,0.17,701,0,0
3777,2,998,51.4,67.8,22.8,0.19,0,75,129
3777,3,1036,42.6,63.8,19.3,0.19,0,70,40
3777,4,1257,39.0,62.1,17.9,0.2,0,85,53
3777,5,1302,33.4,54.3,12.8,0.2,0,34,45
3777,6,1177,20.1,40.1,6.7,0.21,0,10,28
3778,1,603,41.7,55.2,25.7,0.21,141,0,1
3778,2,654,30.5,47.8,14.5,0.22,0,56,27
3778,3,657,23.1,36.2,11.1,0.23,0,59,6
3778,4,627,21.3,35.8,9.4,0.22,0,35,6
3778,5,647,11.2,25.8,4.4,0.23,0,12,4
3778,6,637,7.0,15.5,1.5,0.24,0,5,1
3779,1,1604,83.7,89.0,72.0,0.13,1114,1,0
3779,2,1110,57.5,73.3,31.8,0.13,0,110,202
3779,3,1298,49.2,66.4,27.5,0.13,0,116,89
3779,4,1200,42.7,60.5,25.3,0.13,0,113,78
3779,5,842,28.0,46.6,13.4,0.13,0,19,26
3779,6,652,19.1,35.7,6.9,0.13,0,12,6
3780,1,1359,80.5,88.0,65.6,0.16,835,0,0
3780,2,1034,57.4,73.5,29.1,0.17,0,56,213
3780,3,1153,50.4,71.0,26.9,0.16,0,83,67
3780,4,1265,47.7,68.6,23.2,0.17,0,83,97
3780,5,1044,39.9,59.5,17.1,0.16,0,26,54
3780,6,842,23.4,46.4,7.6,0.17,0,7,18
3781,1,731,57.5,68.6,32.8,0.17,217,0,0
3781,2,814,37.9,54.1,13.5,0.18,0,28,71
3781,3,783,35.1,51.8,14.0,0.17,0,39,21
3781,4,756,28.1,42.9,11.3,0.17,0,30,14
3781,5,993,25.0,38.7,10.6,0.18,0,22,22
3781,6,1274,18.6,31.0,6.7,0.17,0,21,15
3782,1,855,72.5,82.2,55.3,0.17,420,0,0
3782,2,717,55.3,67.7,31.6,0.18,0,91,112
3782,3,827,50.9,65.3,31.3,0.17,0,138,29
3782,4,907,47.3,65.6,28.1,0.17,0,136,33
3782,5,772,36.2,58.5,17.7,0.18,0,48,12
3782,6,608,25.4,40.1,11.5,0.19,0,30,8
3783,1,1378,82.9,89.1,67.7,0.14,865,1,0
3783,2,978,61.8,75.5,35.2,0.16,1,103,195
3783,3,1090,55.2,70.5,31.0,0.16,0,135,42
3783,4,1176,53.6,69.3,29.0,0.15,0,120,67
3783,5,1166,40.1,58.4,16.9,0.16,0,32,30
3783,6,868,24.7,45.8,7.4,0.16,0,7,10
3784,1,1079,73.2,83.9,52.5,0.16,529,0,0
3784,2,935,49.8,67.8,21.1,0.17,0,73,103
3784,3,1039,44.3,62.9,21.9,0.18,0,118,25
3784,4,1237,45.8,64.5,26.1,0.17,0,174,58
3784,5,1236,32.2,51.5,15.5,0.18,0,49,36
3784,6,906,17.9,33.0,5.5,0.18,0,11,9
3787,1,722,60.5,69.2,37.4,0.19,248,0,0
3787,2,798,35.3,51.8,15.5,0.19,0,35,70
3787,3,805,27.0,46.0,11.3,0.18,0,37,13
3787,4,1079,29.4,44.9,13.9,0.18,0,71,18
3787,5,1188,18.5,32.7,8.0,0.2,0,28,17
3787,6,893,8.4,19.0,2.9,0.22,0,4,5
3788,1,1043,78.6,86.3,61.5,0.15,592,0,0
3788,2,881,50.8,69.5,24.9,0.15,0,76,109
3788,3,968,44.3,65.5,20.9,0.15,0,100,19
3788,4,1115,47.8,67.8,27.7,0.15,0,162,39
3788,5,1086,36.2,55.1,16.6,0.15,0,57,24
3788,6,848,20.9,42.6,7.7,0.17,0,18,15
3789,1,528,45.2,59.6,25.0,0.2,122,0,0
3789,2,626,28.7,47.7,12.9,0.22,0,33,41
3789,3,708,22.0,41.2,9.7,0.22,0,39,8
3789,4,708,20.6,38.4,9.6,0.22,0,38,6
3789,5,859,16.0,28.8,6.0,0.23,0,17,8
3789,6,929,7.8,18.4,1.8,0.25,0,5,4
3790,1,994,63.3,76.5,41.3,0.18,360,0,0
3790,2,911,41.7,62.2,13.9,0.19,0,60,48
3790,3,1068,39.3,61.6,14.6,0.18,0,52,28
3790,4,1141,33.7,55.4,12.3,0.19,0,41,40
3790,5,1286,26.5,49.4,9.5,0.19,0,19,24
3790,6,1167,17.4,38.4,4.6,0.2,0,2,11
3791,1,582,43.3,57.5,21.3,0.21,108,0,1
3791,2,590,31.0,48.8,11.8,0.21,0,14,43
3791,3,653,27.5,45.9,10.1,0.21,0,29,13
3791,4,702,22.7,38.8,8.1,0.2,0,28,7
3791,5,811,19.6,36.5,6.4,0.22,0,14,10
3791,6,783,11.7,25.0,3.5,0.24,0,6,8
3792,1,1250,77.8,87.2,57.9,0.18,666,1,0
3792,2,1015,50.6,71.3,23.2,0.19,0,78,123
3792,3,1188,49.2,71.3,24.0,0.18,0,145,42
3792,4,1268,46.5,68.5,22.2,0.18,0,117,57
3792,5,992,34.0,56.0,14.1,0.19,0,34,26
3792,6,747,26.2,46.4,8.0,0.2,0,11,18
3793,1,478,53.1,65.6,27.2,0.19,115,0,0
3793,2,521,30.9,49.1,9.4,0.19,0,10,31
3793,3,552,32.7,53.8,10.3,0.18,0,37,7
3793,4,569,33.2,52.5,13.5,0.19,0,38,14
3793,5,806,21.7,40.5,7.8,0.2,0,22,5
3793,6,1517,12.3,27.7,3.3,0.24,0,8,11
3794,1,452,46.0,59.0,25.0,0.21,100,0,0
3794,2,541,35.3,48.6,13.3,0.22,0,34,31
3794,3,518,29.9,43.4,14.0,0.21,0,29,15
3794,4,598,31.7,47.8,16.7,0.2,0,45,20
3794,5,774,21.8,38.2,8.5,0.21,0,11,12
3794,6,906,14.3,25.8,3.9,0.24,0,6,6
3795,1,1116,79.5,86.3,62.1,0.16,648,0,0
3795,2,874,61.4,75.2,30.3,0.16,0,87,143
3795,3,1025,54.0,73.1,27.8,0.16,0,106,43
3795,4,1097,51.7,71.9,24.4,0.16,0,111,58
3795,5,931,38.0,59.6,17.0,0.17,0,37,28
3795,6,653,25.4,44.2,10.2,0.17,0,13,20
3796,1,656,51.0,68.4,30.4,0.19,182,0,0
3796,2,725,35.4,56.8,13.7,0.2,0,21,64
3796,3,845,32.6,54.6,11.1,0.19,0,26,19
3796,4,825,32.0,53.2,13.8,0.18,0,42,13
3796,5,1336,26.1,48.8,9.1,0.2,0,23,22
3796,6,1774,16.0,35.8,4.9,0.2,0,11,15
3797,1,880,55.9,70.8,29.7,0.19,230,0,0
3797,2,900,33.2,52.1,12.1,0.2,0,37,58
3797,3,1081,32.8,53.7,11.5,0.19,0,46,16
3797,4,1109,28.4,47.6,11.8,0.2,0,47,22
3797,5,1313,24.5,41.8,9.5,0.19,0,37,17
3797,6,1348,18.0,33.3,7.4,0.19,0,37,12
3798,1,336,43.1,58.0,20.2,0.2,54,0,0
3798,2,398,29.6,45.2,10.8,0.23,0,4,27
3798,3,432,24.5,42.5,9.4,0.2,0,16,6
3798,4,516,30.0,45.3,12.2,0.22,0,28,10
3798,5,1032,20.7,37.2,8.7,0.23,0,25,15
3798,6,1434,13.1,26.4,3.4,0.24,0,13,11
3799,1,877,72.4,81.3,51.7,0.14,414,0,1
3799,2,830,54.1,70.3,24.3,0.16,0,79,93
3799,3,966,45.1,65.7,22.8,0.15,0,105,40
3799,4,949,42.7,61.3,20.4,0.15,0,88,38
3799,5,851,33.8,54.8,14.2,0.15,0,37,15
3799,6,610,20.0,40.9,7.8,0.17,0,17,7
3800,1,829,67.9,76.1,49.4,0.18,373,0,0
3800,2,788,42.3,60.1,20.9,0.19,0,54,87
3800,3,840,43.8,63.8,18.6,0.16,0,59,29
3800,4,888,39.6,59.4,19.4,0.17,0,67,39
3800,5,972,32.0,51.8,12.4,0.18,0,25,32
3800,6,1143,19.6,40.2,5.8,0.21,0,5,14
3801,1,873,66.3,76.4,47.3,0.19,391,0,0
3801,2,886,49.2,60.6,22.1,0.19,0,93,89
3801,3,928,41.9,55.7,18.8,0.18,0,108,26
3801,4,979,36.6,53.6,19.4,0.18,0,118,25
3801,5,1074,24.3,38.8,10.4,0.18,0,66,9
3801,6,996,11.8,24.6,5.3,0.2,0,29,3
3802,1,728,56.4,69.6,35.3,0.18,236,0,0
3802,2,830,38.9,55.7,16.5,0.18,0,69,56
3802,3,772,31.7,51.5,15.6,0.18,0,61,17
3802,4,837,27.0,45.5,9.2,0.18,0,44,6
3802,5,868,17.9,37.4,6.6,0.19,0,21,8
3802,6,907,14.0,26.9,5.0,0.2,0,17,5
3804,1,914,64.9,75.3,47.1,0.18,396,0,0
3804,2,1068,44.6,61.1,21.7,0.18,0,46,166
3804,3,1050,31.9,50.3,11.9,0.18,0,28,37
3804,4,1221,37.7,56.4,14.3,0.17,0,47,41
3804,5,1074,22.6,39.2,9.3,0.18,0,17,19
3804,6,1005,14.6,31.8,3.8,0.2,0,4,11
3805,1,1067,69.0,81.6,44.8,0.16,425,0,0
3805,2,981,49.7,67.4,19.7,0.16,0,62,110
3805,3,1128,42.7,63.5,19.5,0.14,0,86,27
3805,4,1163,39.2,57.5,19.4,0.15,0,106,42
3805,5,1064,31.0,49.6,13.4,0.14,0,39,17
3805,6,724,13.6,31.6,4.7,0.16,0,6,5
3807,1,932,59.9,75.8,34.7,0.18,289,0,0
3807,2,916,36.0,58.7,13.2,0.19,0,51,52
3807,3,1050,35.5,56.3,14.9,0.18,0,74,27
3807,4,1097,34.3,56.6,15.5,0.18,0,92,25
3807,5,1232,26.6,46.6,11.1,0.18,0,53,15
3807,6,1210,16.6,36.7,3.8,0.21,0,12,6
3808,1,877,57.4,72.5,34.3,0.16,270,0,0
3808,2,886,35.7,55.9,13.2,0.17,0,52,50
3808,3,897,28.8,47.9,13.2,0.17,0,65,25
3808,4,1017,31.4,48.3,15.3,0.17,0,92,19
3808,5,1238,22.7,41.3,9.4,0.17,0,42,21
3808,6,1240,15.0,30.6,4.1,0.18,0,12,10
3809,1,1008,58.9,72.6,36.6,0.19,329,0,1
3809,2,1116,38.8,59.1,15.6,0.2,0,40,115
3809,3,1171,38.8,59.6,17.2,0.18,0,71,32
3809,4,1249,35.5,56.4,14.5,0.19,0,73,38
3809,5,1110,28.8,51.3,10.9,0.18,0,25,11
3809,6,631,17.9,34.2,4.4,0.2,0,9,4
3811,1,1116,76.0,84.8,54.7,0.17,551,0,0
3811,2,1036,49.4,67.6,20.9,0.17,0,56,133
3811,3,1097,46.4,67.0,19.2,0.17,0,74,32
3811,4,1293,39.7,61.4,18.3,0.17,0,86,57
3811,5,1407,31.3,52.9,12.8,0.17,0,44,38
3811,6,1139,18.6,39.7,5.4,0.19,0,5,25
3812,1,696,52.8,68.5,27.1,0.16,172,0,0
3812,2,810,32.7,53.3,11.8,0.18,0,43,39
3812,3,869,29.0,49.1,9.9,0.18,0,44,15
3812,4,900,27.1,46.4,11.2,0.18,0,57,18
3812,5,1105,20.4,37.2,7.7,0.19,0,45,11
3812,6,1142,12.3,28.9,3.1,0.2,0,10,7
3813,1,1445,78.6,88.4,58.2,0.15,751,0,0
3813,2,1438,54.7,73.8,22.7,0.18,0,58,199
3813,3,1423,45.5,69.5,17.5,0.17,0,56,69
3813,4,1229,41.7,66.0,13.9,0.19,0,47,56
3813,5,928,27.2,52.8,9.0,0.2,0,12,15
3813,6,692,18.3,41.6,4.0,0.21,0,0,9
3814,1,1127,71.6,82.8,48.7,0.19,491,0,0
3814,2,1057,47.1,66.9,21.6,0.19,0,42,159
3814,3,1187,39.3,62.3,17.5,0.19,0,49,46
3814,4,1271,35.0,58.1,12.6,0.19,0,46,50
3814,5,1406,28.8,48.3,10.3,0.21,0,22,30
3814,6,1268,16.0,35.3,5.2,0.21,0,8,18
3815,1,957,68.8,76.8,52.0,0.16,478,0,0
3815,2,982,41.1,58.5,18.0,0.17,0,53,107
3815,3,817,37.5,54.1,16.6,0.17,0,32,23
3815,4,886,36.4,54.0,17.3,0.18,0,62,22
3815,5,925,27.1,45.5,12.6,0.18,0,22,18
3815,6,846,17.7,32.9,5.6,0.19,0,3,14
3817,1,410,44.3,60.7,24.6,0.23,81,0,0
3817,2,463,34.9,53.1,15.3,0.24,0,26,29
3817,3,460,29.5,47.8,13.4,0.24,0,26,16
3817,4,466,29.6,47.0,12.4,0.22,0,19,21
3817,5,582,20.9,39.0,7.2,0.23,0,12,7
3817,6,668,10.1,24.1,2.6,0.26,0,4,5
3818,1,306,44.4,56.8,25.8,0.15,72,0,0
3818,2,338,32.5,46.1,11.2,0.16,0,15,16
3818,3,405,21.9,35.3,12.3,0.16,0,26,13
3818,4,601,25.1,39.9,13.4,0.16,0,37,14
3818,5,935,15.7,26.3,6.8,0.16,0,22,10
3818,6,972,8.1,15.0,3.1,0.18,0,16,5
3819,1,547,41.8,55.0,21.2,0.19,103,0,0
3819,2,594,23.9,42.2,7.2,0.19,0,19,17
3819,3,668,22.3,38.9,9.8,0.19,0,46,8
3819,4,817,22.1,39.9,9.5,0.19,0,51,10
3819,5,930,14.8,28.3,6.4,0.2,0,35,7
3819,6,904,8.5,18.2,2.5,0.23,0,13,3
3820,1,636,46.2,63.2,21.5,0.18,116,0,0
3820,2,740,33.5,54.1,10.8,0.18,0,36,30
3820,3,829,29.0,48.1,10.6,0.17,0,36,17
3820,4,829,27.1,44.9,9.5,0.18,0,36,13
3820,5,990,19.9,40.7,7.8,0.17,0,17,15
3820,6,890,11.6,25.6,3.7,0.2,0,8,5
3822,1,1565,80.2,87.5,66.7,0.17,978,0,2
3822,2,1130,58.1,72.3,30.6,0.18,0,123,182
3822,3,1225,51.2,69.3,28.4,0.17,0,163,51
3822,4,1206,46.3,66.6,23.1,0.18,0,119,57
3822,5,1073,32.9,55.2,14.6,0.18,0,39,26
3822,6,1000,25.2,45.8,9.7,0.18,0,30,16
3823,1,777,66.6,76.0,47.2,0.18,345,0,0
3823,2,720,42.6,60.6,17.2,0.19,0,48,66
3823,3,822,35.4,55.1,16.0,0.2,0,84,13
3823,4,869,33.9,54.3,16.1,0.19,0,76,20
3823,5,978,27.8,47.1,11.2,0.2,0,36,16
3823,6,1125,17.6,37.4,5.6,0.21,0,21,12
3824,1,369,34.1,49.5,12.7,0.22,41,0,0
3824,2,541,22.9,41.4,8.6,0.22,0,22,19
3824,3,603,19.7,35.6,7.9,0.22,0,23,12
3824,4,735,18.7,32.3,8.4,0.23,0,23,13
3824,5,916,16.3,31.3,5.4,0.23,0,19,4
3824,6,790,6.7,17.5,2.7,0.23,0,7,4
3825,1,916,54.2,64.9,36.3,0.15,305,0,1
3825,2,938,29.6,42.7,14.5,0.15,0,76,45
3825,3,1002,32.3,44.6,17.3,0.15,0,115,15
3825,4,1014,30.2,41.8,18.2,0.15,0,147,13
3825,5,1025,18.5,27.8,9.6,0.15,0,64,6
3825,6,901,11.2,20.0,5.2,0.15,0,35,2
3826,1,1272,76.1,85.2,61.2,0.16,714,0,1
3826,2,1029,52.4,71.5,23.4,0.17,0,61,123
3826,3,1113,51.1,69.3,24.7,0.17,0,88,48
3826,4,1282,44.7,68.1,21.4,0.17,0,77,72
3826,5,1272,37.8,58.2,15.5,0.17,0,23,37
3826,6,893,20.3,46.8,4.7,0.19,0,4,9
3827,1,735,49.6,67.0,24.3,0.17,149,0,1
3827,2,815,29.8,53.2,10.4,0.18,0,33,35
3827,3,807,21.4,46.1,8.8,0.18,0,25,17
3827,4,887,21.0,40.8,8.3,0.18,0,29,13
3827,5,1150,15.4,33.7,4.7,0.19,0,13,14
3827,6,986,10.6,26.9,2.5,0.22,0,4,8
3828,1,1027,76.6,85.9,53.0,0.16,517,0,0
3828,2,928,50.1,71.1,20.0,0.17,0,52,117
3828,3,986,41.0,66.8,15.9,0.18,0,55,28
3828,4,1148,34.5,58.9,11.8,0.19,0,46,34
3828,5,1350,24.7,48.0,8.1,0.19,0,35,25
3828,6,996,17.9,37.9,5.7,0.2,0,16,10
3829,1,362,35.6,51.6,17.9,0.22,61,0,0
3829,2,469,22.1,40.5,8.5,0.19,0,23,12
3829,3,547,23.9,39.4,8.2,0.18,0,30,5
3829,4,604,21.3,36.0,8.4,0.19,0,43,1
3829,5,892,13.3,28.0,5.8,0.2,0,30,2
3829,6,903,6.8,16.1,2.7,0.24,0,15,1
3830,1,603,55.3,70.4,34.8,0.18,184,0,0
3830,2,622,45.9,62.8,22.3,0.19,0,39,76
3830,3,679,36.3,56.2,16.4,0.2,0,45,27
3830,4,722,36.4,57.2,15.9,0.2,0,44,21
3830,5,757,26.8,46.2,11.4,0.2,0,25,15
3830,6,682,16.8,33.4,5.2,0.21,0,10,12
3831,1,940,64.4,74.7,45.1,0.17,397,0,2
3831,2,951,41.5,58.1,21.3,0.16,0,89,90
3831,3,920,36.0,51.2,16.5,0.15,0,84,19
3831,4,1098,36.6,51.8,21.1,0.15,0,150,30
3831,5,1116,23.3,37.5,9.6,0.15,0,53,12
3831,6,734,9.4,23.7,3.2,0.2,0,8,6
3832,1,964,63.1,76.4,38.5,0.16,338,0,0
3832,2,1015,43.4,64.7,15.4,0.17,0,47,88
3832,3,1132,34.2,59.1,13.8,0.17,0,48,31
3832,4,1152,35.6,59.9,16.3,0.17,0,82,42
3832,5,1294,24.5,48.9,9.6,0.18,0,43,20
3832,6,1152,17.7,38.7,5.4,0.2,0,14,13
3833,1,1248,83.8,89.3,68.3,0.14,803,1,1
3833,2,974,52.8,72.1,25.9,0.15,0,68,157
3833,3,1015,44.9,65.7,20.9,0.15,0,72,33
3833,4,1228,42.8,64.0,20.0,0.15,0,102,59
3833,5,1229,29.9,52.6,12.2,0.15,0,36,27
3833,6,1029,19.9,38.6,6.7,0.16,0,9,20
3834,1,966,67.2,78.3,47.2,0.19,421,0,0
3834,2,899,44.2,60.8,21.5,0.2,0,115,53
3834,3,1136,42.0,60.3,19.1,0.19,0,138,20
3834,4,1246,33.8,52.4,16.6,0.21,0,115,20
3834,5,1166,26.2,47.9,10.9,0.22,0,47,8
3834,6,1002,17.0,36.4,5.7,0.22,0,17,8
3835,1,422,38.3,48.5,22.2,0.22,87,0,0
3835,2,462,22.5,37.0,8.8,0.22,0,16,18
3835,3,529,21.1,36.6,11.5,0.2,0,44,5
3835,4,607,22.0,35.9,11.0,0.23,0,44,8
3835,5,790,13.1,26.0,4.5,0.24,0,26,4
3835,6,978,5.7,12.9,1.1,0.28,0,3,4
3837,1,1229,79.5,86.2,62.9,0.15,728,0,0
3837,2,1077,55.2,70.5,26.8,0.16,0,71,185
3837,3,1146,47.9,67.2,20.8,0.16,0,98,49
3837,4,1256,43.8,65.7,22.2,0.17,0,107,63
3837,5,1319,33.6,54.9,13.1,0.18,0,43,37
3837,6,1106,17.3,39.3,4.7,0.2,0,11,10
3838,1,1164,78.5,88.5,57.5,0.15,618,0,1
3838,2,993,53.2,71.3,22.3,0.16,0,47,143
3838,3,1073,42.1,61.6,20.1,0.16,0,45,45
3838,4,1176,42.7,63.6,19.5,0.15,0,72,50
3838,5,1298,35.4,54.5,15.1,0.15,0,42,44
3838,6,1335,21.7,42.9,6.2,0.17,0,15,25
3839,1,735,53.4,67.2,30.0,0.18,191,0,0
3839,2,812,36.9,55.1,11.7,0.18,0,25,55
3839,3,930,30.4,46.5,11.9,0.18,0,40,20
3839,4,917,29.3,48.0,12.3,0.18,0,31,14
3839,5,1192,19.7,36.6,7.4,0.19,0,23,16
3839,6,1395,10.6,25.1,3.1,0.21,0,3,12
3841,1,1229,74.7,84.9,49.7,0.16,556,0,0
3841,2,1017,54.2,73.4,22.0,0.18,0,60,136
3841,3,1056,44.8,66.3,19.1,0.17,0,69,43
3841,4,1200,45.0,66.5,19.5,0.17,0,73,53
3841,5,1257,32.7,55.6,12.4,0.19,0,25,26
3841,6,1172,18.9,44.7,5.4,0.21,0,11,12
3842,1,1246,75.3,83.8,61.4,0.17,726,0,1
3842,2,1058,51.1,67.9,22.9,0.18,0,34,182
3842,3,1180,46.2,65.7,23.6,0.18,0,56,51
3842,4,1242,41.1,63.2,18.4,0.18,0,44,72
3842,5,1177,31.6,53.1,12.9,0.19,0,20,43
3842,6,906,17.3,38.3,4.9,0.22,0,5,14
3843,1,1087,67.4,77.5,46.1,0.18,466,0,0
3843,2,1127,42.8,61.6,17.4,0.19,0,69,88
3843,3,1231,37.7,58.5,16.5,0.19,0,89,35
3843,4,1317,33.7,53.1,14.0,0.19,0,68,37
3843,5,1203,24.9,43.3,9.4,0.19,0,25,13
3843,6,887,10.9,26.6,2.9,0.19,0,4,2
3845,1,1080,73.9,82.5,56.3,0.19,584,0,0
3845,2,942,53.7,70.5,25.5,0.2,0,86,137
3845,3,1021,47.5,67.5,23.0,0.2,0,82,48
3845,4,1018,36.5,56.6,16.6,0.21,0,46,43
3845,5,937,27.5,48.1,10.7,0.21,0,16,20
